Wavelength,Flux,BestFit,SkyFlux
7677.150,0.624,0.703,2.658
7678.916,0.688,0.703,2.579
7680.687,0.840,0.703,2.763
7682.454,0.728,0.703,3.606
7684.225,1.295,0.703,4.104
7685.993,0.668,0.703,4.364
7687.761,0.702,0.702,5.156
7689.534,0.877,0.702,5.374
7691.303,0.741,0.702,5.387
7693.077,0.692,0.702,6.525
7694.846,1.073,0.702,5.842
7696.621,0.615,0.702,4.372
7698.391,0.521,0.702,4.931
7700.162,0.469,0.701,7.722
7701.938,0.540,0.701,7.980
7703.710,0.869,0.701,5.305
7705.486,0.789,0.701,3.584
7707.259,0.484,0.701,3.066
7709.036,0.888,0.701,3.248
7710.810,-0.390,0.701,9.659
7712.588,-0.873,0.700,28.654
7714.362,1.244,0.700,61.323
7716.137,1.400,0.700,54.616
7717.916,1.061,0.700,56.878
7719.691,2.719,0.700,40.804
7721.472,2.052,0.700,16.814
7723.248,0.513,0.700,8.154
7725.029,0.699,0.700,12.069
7726.806,-0.062,0.700,16.549
7728.584,1.615,0.699,12.298
7730.366,1.504,0.699,7.029
7732.144,0.865,0.699,3.981
7733.927,0.778,0.699,4.656
7735.706,0.843,0.699,6.407
7737.490,0.768,0.699,6.505
7739.270,0.937,0.699,5.151
7741.051,0.709,0.699,4.579
7742.836,0.784,0.699,4.651
7744.617,0.922,0.699,4.079
7746.403,0.749,0.699,4.066
7748.185,0.365,0.698,7.586
7749.972,-2.657,0.698,41.966
7751.754,-1.275,0.698,78.231
7753.538,2.792,0.698,60.711
7755.326,3.557,0.698,19.955
7757.110,0.397,0.698,5.884
7758.899,0.539,0.698,11.620
7760.683,-0.415,0.697,24.508
7762.473,1.604,0.696,25.364
7764.259,2.031,0.695,11.319
7766.045,0.917,0.694,3.587
7767.836,0.898,0.693,3.262
7769.623,0.613,0.693,3.760
7771.414,0.719,0.694,5.169
7773.202,-0.198,0.695,11.345
7774.995,0.612,0.696,15.778
7776.783,1.773,0.696,10.668
7778.572,0.719,0.697,6.376
7780.366,-0.282,0.697,14.823
7782.156,1.176,0.697,20.890
7783.951,1.553,0.697,13.108
7785.741,1.078,0.696,5.408
7787.537,0.625,0.696,4.550
7789.328,0.548,0.696,4.184
7791.120,0.587,0.696,6.158
7792.917,-1.197,0.696,18.475
7794.709,-0.912,0.696,48.122
7796.507,2.258,0.696,44.764
7798.300,3.572,0.696,20.978
7800.099,1.069,0.696,4.986
7801.893,0.975,0.696,3.152
7803.688,0.620,0.695,3.192
7805.487,0.784,0.696,3.637
7807.283,-0.161,0.696,8.972
7809.083,-0.666,0.696,22.950
7810.880,1.023,0.696,24.340
7812.681,2.046,0.695,11.584
7814.478,0.767,0.696,5.011
7816.276,0.802,0.696,4.611
7818.078,0.839,0.695,4.781
7819.877,-0.376,0.695,12.677
7821.680,-1.311,0.695,47.719
7823.480,1.023,0.694,71.576
7825.284,4.014,0.694,37.579
7827.084,1.601,0.694,7.265
7828.884,0.395,0.694,4.107
7830.690,1.089,0.694,4.011
7832.491,0.625,0.693,3.441
7834.297,0.928,0.693,3.716
7836.100,0.596,0.694,3.863
7837.907,0.938,0.694,3.505
7839.710,0.132,0.693,6.703
7841.513,-0.482,0.693,18.254
7843.321,0.887,0.694,27.277
7845.126,1.675,0.693,14.328
7846.935,0.983,0.693,4.380
7848.740,0.483,0.693,6.704
7850.550,0.454,0.693,12.939
7852.356,-0.582,0.693,36.283
7854.167,-0.885,0.693,79.471
7855.974,4.058,0.693,79.368
7857.781,1.891,0.692,28.315
7859.593,0.060,0.692,21.546
7861.401,-0.663,0.692,36.474
7863.214,0.380,0.692,27.593
7865.023,2.588,0.692,11.213
7866.836,1.418,0.692,8.633
7868.646,0.578,0.691,17.264
7870.456,-0.529,0.691,33.682
7872.271,0.478,0.691,43.150
7874.082,2.418,0.691,24.270
7875.898,2.174,0.691,7.375
7877.710,0.074,0.692,7.627
7879.526,-0.827,0.690,18.146
7881.339,0.989,0.690,24.755
7883.152,1.501,0.690,23.023
7884.970,0.873,0.689,14.397
7886.784,0.874,0.688,7.007
7888.603,-0.518,0.687,11.981
7890.417,-0.881,0.688,31.021
7892.237,1.363,0.690,38.061
7894.052,2.364,0.689,16.791
7895.868,1.267,0.688,5.315
7897.689,0.300,0.690,4.413
7899.506,0.469,0.692,4.006
7901.328,0.321,0.690,3.721
7903.145,0.520,0.689,3.670
7904.968,1.067,0.690,3.996
7906.786,0.978,0.691,4.045
7908.605,0.295,0.690,4.145
7910.429,0.438,0.689,5.749
7912.249,-2.456,0.689,28.825
7914.073,-4.515,0.688,72.543
7915.894,1.486,0.689,155.302
7917.719,6.007,0.689,59.452
7919.541,0.698,0.689,17.128
7921.363,-0.011,0.688,33.925
7923.189,2.138,0.687,42.186
7925.012,2.640,0.689,20.751
7926.840,1.309,0.690,6.161
7928.663,0.123,0.690,4.593
7930.491,-0.191,0.690,13.200
7932.316,-0.853,0.690,27.704
7934.141,1.862,0.690,27.038
7935.970,1.900,0.690,10.051
7937.796,0.913,0.690,3.824
7939.626,0.686,0.689,3.379
7941.453,0.752,0.689,3.384
7943.284,0.562,0.689,3.832
7945.111,0.650,0.690,5.192
7946.939,0.347,0.690,7.210
7948.772,-0.651,0.690,15.412
7950.600,0.051,0.689,23.830
7952.434,2.542,0.688,18.761
7954.263,1.270,0.686,6.506
7956.097,0.456,0.685,3.090
7957.928,0.404,0.687,2.846
7959.758,0.636,0.689,2.895
7961.594,0.234,0.689,3.629
7963.425,-2.013,0.688,17.580
7965.262,-4.286,0.689,62.467
7967.094,4.638,0.689,65.965
7968.931,4.813,0.690,31.750
7970.765,1.790,0.690,8.237
7972.598,0.997,0.690,5.260
7974.437,0.844,0.690,4.015
7976.271,0.472,0.690,5.786
7978.111,-0.588,0.689,14.401
7979.946,-1.189,0.689,29.836
7981.786,0.843,0.689,36.744
7983.622,2.457,0.689,14.866
7985.459,0.916,0.689,4.547
7987.300,0.811,0.689,3.775
7989.138,0.816,0.689,4.550
7990.980,-0.125,0.688,7.694
7992.818,-3.961,0.686,36.846
7994.662,-2.095,0.687,86.214
7996.501,0.055,0.688,0.000
7998.345,2.204,0.689,15.604
8000.185,0.738,0.687,5.081
8002.025,0.609,0.687,4.263
8003.870,0.631,0.688,3.963
8005.712,0.732,0.687,3.656
8007.558,0.790,0.686,3.232
8009.400,0.689,0.688,3.126
8011.247,0.565,0.688,3.613
8013.090,0.220,0.688,10.048
8014.933,-0.049,0.687,22.015
8016.781,0.933,0.687,22.512
8018.626,2.366,0.687,10.316
8020.475,0.671,0.688,5.854
8022.320,0.778,0.687,6.313
8024.170,-0.436,0.688,11.941
8026.016,-0.605,0.688,34.616
8027.862,1.690,0.687,44.675
8029.713,3.680,0.687,30.533
8031.561,1.506,0.688,10.037
8033.413,0.743,0.688,5.556
8035.261,0.918,0.687,4.205
8037.114,0.869,0.686,3.536
8038.963,0.587,0.687,2.917
8040.812,0.470,0.688,3.127
8042.666,0.314,0.688,3.167
8044.516,0.677,0.688,3.124
8046.371,0.478,0.687,2.836
8048.222,0.606,0.687,3.169
8050.078,0.571,0.688,5.235
8051.930,-0.285,0.688,13.478
8053.783,0.013,0.687,18.077
8055.640,1.656,0.687,11.599
8057.493,1.079,0.687,3.927
8059.351,0.234,0.688,3.698
8061.205,-0.203,0.688,13.688
8063.064,-0.204,0.687,33.265
8064.919,2.246,0.687,36.193
8066.774,1.696,0.688,12.408
